epoch;acc;loss;val_acc;val_loss
0;0.4309150274747153;1.592292192018914;0.7623888182973316;0.6763386776365501
1;0.796209285662149;0.6226225237970928;0.9091486658953045;0.2966710603222005
2;0.889782591388039;0.36176225160436;0.9456797967720516;0.19102788030192389
3;0.9197260492203237;0.25774291674818994;0.9682337992376112;0.11803829786988991
4;0.9358126941243298;0.20727351629459678;0.9691867852604829;0.10604061420150149
